"label","url"
http://www.statsbiblioteket.dk/doms/shard/uuid:20d12de3-1f71-4fa8-b71c-0d069026eb57,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287504000-2010-10-19-18.00.00_1287507600-2010-10-19-19.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:c4f9911a-2738-4630-9f6a-2e39f33f1d55,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287741600-2010-10-22-12.00.00_1287745200-2010-10-22-13.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:c4f9911a-2738-4630-9f6a-2e39f33f1d55,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287745200-2010-10-22-13.00.00_1287748800-2010-10-22-14.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:50f13df1-1306-4bf2-bdfc-c9165fb41f29,http://bitfinder.statsbiblioteket.dk/bart/tv2d_511.250_K10-TV2-Danmark_mpeg2_20080511062602_20080512045502_encoder1-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:fb0d9f5a-e6d7-4f1f-b799-30609ee943e7,http://bitfinder.statsbiblioteket.dk/bart/tv2d_511.250_K10-TV2-Danmark_mpeg2_20080511062602_20080512045502_encoder1-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:157f4c6f-4f7b-4b93-b9e5-704632cdb1d6,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20101025045601_20101026045502_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:9b781472-bf9b-4faf-97b5-9f10f7d5daeb,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080506055601_20080507014001_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:0ae94696-2a42-49ee-aecb-08de814d3c0a,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20080510045601_20080511045502_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:8c21bb94-4aca-4f77-813f-4448f2afe480,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20101018045601_20101019045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:01050b67-93e1-4cff-98e6-3fc2f7084034,http://bitfinder.statsbiblioteket.dk/bart/mux2.1288018800-2010-10-25-17.00.00_1288022400-2010-10-25-18.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:01050b67-93e1-4cff-98e6-3fc2f7084034,http://bitfinder.statsbiblioteket.dk/bart/mux2.1288011600-2010-10-25-15.00.00_1288015200-2010-10-25-16.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:01050b67-93e1-4cff-98e6-3fc2f7084034,http://bitfinder.statsbiblioteket.dk/bart/mux2.1288015200-2010-10-25-16.00.00_1288018800-2010-10-25-17.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:d7b825a6-6948-4eff-bccc-a551dacdb5c0,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080510065601_20080511021601_encoder2-1.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:d7b825a6-6948-4eff-bccc-a551dacdb5c0,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080510072202_20080511021602_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:1d2d48b6-960b-4c0a-9a0f-6bdf6faab4c8,http://bitfinder.statsbiblioteket.dk/bart/tv3_663.250_K45-TV3_mpeg1_20080510195601_20080510230601_encoder6-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:14e41d39-22cb-4ad0-a411-07f111d8643b,http://bitfinder.statsbiblioteket.dk/bart/tv2d_511.250_K10-TV2-Danmark_mpeg2_20080508045601_20080509045501_encoder1-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:8597201f-c191-455e-bc1a-d5f7cb824bc9,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287720000-2010-10-22-06.00.00_1287723600-2010-10-22-07.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:9f744600-86f6-4392-adc6-4593889ed76a,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20080507045601_20080508045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:7f74d897-1add-4f8b-ad73-0b931dbc846a,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080511183603_20080512030002_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:7f74d897-1add-4f8b-ad73-0b931dbc846a,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080511065602_20080512030002_encoder2-1.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:af7b1602-cbb0-492f-b686-d84b2aeb199e,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080512055601_20080513022002_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:1c041164-a29d-4284-bf6c-2025fff6d081,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287716400-2010-10-22-05.00.00_1287720000-2010-10-22-06.00.00_dvb1-1.ts
